Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,6,,6,,6,,6,,6,,6,,6,,6,,5,,3,,3,,3,,3,,1,,1,,6,
Peer Average,,6.24,,5.93,,6.08,,6.12,,6.18,,6.2,,6.32,,6.37,,6.36,,5.98,,4.97,,4.35,,4.2,,4.21,,4.8,,,,
Aditya Birla Sun Life CRISIL Liquid Overnight ETF,42.61,5.92,5,6.15,4,6.15,4,6.12,4,6.21,3,6.26,3,6.4,3,6.42,5,6.41,4,-,-,-,-,-,-,-,-,-,-,-,-,6.33,-,-
DSP NIFTY 1D Rate Liquid ETF,1044.77,6.01,4,6.23,3,6.22,3,6.19,3,6.2,4,6.2,4,6.3,5,6.46,4,6.45,3,6.18,2,5.08,2,4.46,2,4.4,2,-,-,-,-,4.77,-,0.01
ICICI Prudential BSE Liquid Rate ETF,3212.75,6.08,3,6.32,2,6.34,2,6.31,2,6.34,2,6.34,2,6.44,2,6.5,2,6.55,2,6.21,1,5.21,1,4.53,1,4.41,1,-,-,-,-,4.61,-,0.01
Kotak Nifty 1D Rate Liquid ETF,46.13,6.11,2,6.35,1,6.36,1,6.33,1,6.36,1,6.36,1,6.45,1,6.57,1,6.61,1,-,-,-,-,-,-,-,-,-,-,-,-,6.5,-,0.01
Mirae Asset Nifty 1D Rate Liquid ETF,404.17,7.65,1,4.66,6,5.47,6,5.87,6,6.09,5,6.16,5,6.31,4,6.49,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.57,-,0.01
Nippon India ETF Nifty 1D Rate Liquid BeES,11902.65,5.66,6,5.91,5,5.91,5,5.87,5,5.9,6,5.89,6,5.98,6,5.81,6,5.78,5,5.57,3,4.61,3,4.06,3,3.78,3,4.21,1,4.8,1,5.84,-,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Treasury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,5,,5,,5,,5,,5,,5,,4,,1,,1,,,,,,,,,,,,,,5,
Peer Average,,134.02,,-0.35,,-2.16,,14.55,,9.36,,5.81,,2.33,,5.82,,7.33,,,,,,,,,,,,,,,,
Aditya Birla Sun Life US Treasury 1-3 year Bond ETFs FoF - Direct Plan,82.61,38.78,4,3.78,2,6.86,2,12.42,5,6.43,5,4.88,5,3.39,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.43,-,1.97
Aditya Birla Sun Life US Treasury 3-10 year Bond ETFs FoF - Direct Plan,240.19,152.99,3,-2.67,3,-5.87,3,14.58,3,9.98,3,5.63,4,0.76,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.06,-,5.81
Axis US Treasury Dynamic Bond ETF FoF - Direct Plan,97.34,251.97,1,-6.28,5,-12.62,5,17.07,1,12.57,1,6.27,2,-0.49,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.99,-,8.42
Bandhan US Treasury Bond 0-1 year FoF - Direct Plan,173.12,16.59,5,6.97,1,9.39,1,12.42,4,6.44,4,5.85,3,5.65,1,5.82,1,7.33,1,-,-,-,-,-,-,-,-,-,-,-,-,6.13,-,-
DSP US Treasury FoF - Direct Plan,65.43,209.75,2,-3.53,4,-8.55,4,16.26,2,11.37,2,6.41,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.36,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
