Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
ICICI Prudential Value Discovery Fund - Direct Plan,42669.05,1.71,6,3.16,4,4.76,9,7.53,11,8.59,11,18.43,10,32.92,11,31.85,11,43.34,9,35.51,9,26.83,5,24.6,5,19.04,2,17.66,5,-,-,-,-,19.88,-,18.52,11
Nippon India Value Fund - Direct Plan,7651.64,1.54,8,2.29,9,4.23,10,9.07,9,12.77,7,21.32,8,45.5,1,44.96,3,57.04,2,42.06,3,27.16,4,24.61,4,19.83,1,18.15,3,-,-,-,-,18.28,-,21.25,6
Quantum Long Term Equity Value Fund - Direct Plan,1084.59,1.19,10,2.14,11,6.38,3,10.49,5,13.25,6,22.07,5,36.5,7,35.77,7,43.25,10,32.62,11,20.19,10,17.63,10,14.36,9,13.56,10,15.51,1,15.81,1,14.85,-,21.05,8
Tata Equity PE Fund - Direct Plan,7904.83,2.41,2,3.69,2,5.01,8,10.39,6,15.79,2,24.85,2,45.47,2,45.01,2,53.72,3,41.68,4,28.04,3,22.7,6,17.67,7,17.93,4,-,-,-,-,19.59,-,24.85,2
Templeton India Value Fund - Direct Plan,1978.03,1.82,4,2.96,5,5.06,7,10.61,4,13.35,5,22.52,4,39.04,4,38.39,5,50.46,5,41.58,5,28.81,2,25.22,3,18.31,5,17.36,6,-,-,-,-,17.56,-,22.64,3
UTI Value Fund - Direct Plan,9125.24,1.8,5,3.48,3,8.12,1,14.07,1,17.16,1,23.4,3,38.31,6,38.11,6,47.01,6,34.73,10,21.71,9,22.05,7,18.03,6,14.98,9,-,-,-,-,15.79,-,22.62,4
BSE Enhanced Value Total Return Index,,2.6,,2.42,,-1.55,,3.66,,11.37,,31.85,,64.63,,64.02,,94.28,,70.83,,43.43,,33.68,,21.59,,15.61,,17.37,,15.72,,,,32.93,
BSE Enhanced Value Index,,2.5,,2.31,,-1.76,,3.14,,10.81,,30.36,,60.36,,59.77,,87.6,,62.84,,36.21,,27.94,,16.94,,-,,-,,-,,,,31.43,
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
NIFTY Midcap 100 Total Return Index,,1.9,,2.47,,5.62,,10.65,,13.32,,21.32,,39.17,,39.42,,58.09,,46.33,,28.73,,26.98,,18.85,,18.52,,19.61,,18.02,,,,22.24,
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
NIFTY 500 Total Return Index,,1.86,,2.87,,4.98,,9.42,,11.31,,18.62,,33.35,,33.05,,39.63,,31.73,,20.4,,19.82,,16.61,,15.08,,16.45,,14.45,,,,18.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector-MNC Schemes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,3,,3,,,,,,4,,4
Peer Average,,1.77,,1.87,,7.33,,12.13,,13.52,,17.24,,24.81,,24.44,,33.14,,26.24,,16.54,,18.62,,13.27,,14.92,,,,,,,,17.36,
Aditya Birla Sun Life MNC Fund - Direct Plan,3782.46,1.3,4,1.56,4,7.65,2,14.77,1,18.16,1,21.63,1,30.83,2,30.54,1,40.64,1,27.37,2,14.14,3,14.31,4,11.78,3,14.66,3,-,-,-,-,16.47,-,21.69,1
ICICI Prudential MNC Fund - Direct Plan,1668.85,2.05,2,2.02,2,6.23,4,11.29,3,12.16,3,17.77,3,25.52,3,25.1,3,36.77,2,28.75,1,20.5,1,24.71,1,-,-,-,-,-,-,-,-,24.59,-,18.69,3
SBI Magnum Global Fund - Direct Plan,6365.86,1.6,3,1.78,3,6.25,3,9.21,4,9.11,4,8.01,4,12,4,11.71,4,18.41,4,21.55,4,13.4,4,18.13,2,14.17,1,14.92,2,-,-,-,-,16.68,-,7.68,4
UTI MNC Fund - Direct Plan,2863.72,2.15,1,2.12,1,9.18,1,13.25,2,14.66,2,21.55,2,30.89,1,30.41,2,36.72,3,27.28,3,18.14,2,17.34,3,13.85,2,15.19,1,-,-,-,-,16.81,-,21.36,2
NIFTY MNC Total Return Index,,1.74,,1.55,,5.47,,12.94,,16.84,,27.84,,40.91,,40.33,,41.96,,32.56,,21.93,,20.07,,15.52,,16.04,,17.41,,17.03,,,,27.04,
NIFTY MNC Index,,1.74,,1.55,,5.36,,12.77,,16.63,,27.45,,40.19,,39.61,,40.78,,31.37,,20.56,,18.5,,13.96,,14.51,,15.86,,15.53,,,,26.66,
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gennext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,7,,6,,,,,,9,,9
Peer Average,,1.11,,1.45,,7.25,,9.12,,12.33,,16.93,,30.21,,30.24,,37.04,,31.73,,22.44,,21.71,,17.3,,17.05,,,,,,,,16.95,
Aditya Birla Sun Life India GenNext Fund - Direct Plan,5026.93,0.96,6,1.48,5,7.33,6,9.29,6,12.68,5,16.58,5,28.38,8,28.09,8,34.01,9,29.66,8,20.82,7,21.12,6,17.66,5,18.79,3,-,-,-,-,18.79,-,16.37,5
Baroda BNP Paribas India Consumption Fund - Direct Plan,1268.35,1.01,5,1.08,6,7.58,4,10.01,2,12.9,4,18.23,4,31.47,4,31.53,4,36.41,5,31.53,5,21.9,6,22.76,4,-,-,-,-,-,-,-,-,22.97,-,18.23,4
Canara Robeco Consumer Trends Fund - Direct Plan,1486.28,1.22,4,1.52,4,6.48,8,7.06,9,11.49,8,18.52,3,32.02,3,32.22,2,36.91,4,33.39,4,22.59,4,23.18,2,19.48,2,19.31,1,-,-,-,-,18.76,-,18.98,3
ICICI Prudential Bharat Consumption Fund - Direct Plan,2349.54,0.66,8,0.74,9,4.99,9,7.21,8,8.25,9,14.12,8,28.59,7,28.15,7,38.81,2,29.66,7,24.86,2,20.93,7,-,-,-,-,-,-,-,-,19.92,-,14.48,8
Mirae Asset Great Consumer Fund - Direct Plan,3409.2,1.61,2,2.1,2,7.89,2,9.9,4,13.49,3,16.24,6,30.74,5,30.62,6,36.41,6,34.2,2,24.16,3,22.85,3,19.64,1,19.21,2,-,-,-,-,19.62,-,15.83,6
Nippon India Consumption Fund - Direct Plan,833.95,0.9,7,1.04,7,6.64,7,10.04,1,14.2,1,20.17,2,33.52,1,33.62,1,42.41,1,34.81,1,26.58,1,26.17,1,18.52,3,15.9,5,-,-,-,-,15.9,-,20.97,1
Sundaram Consumption Fund - Direct Plan,1393.03,1.51,3,2.18,1,7.76,3,9.94,3,11.91,7,12.8,9,25.15,9,25.21,9,34.3,8,30.84,6,20.3,8,18.29,9,13.51,7,16.26,4,-,-,-,-,16.32,-,12.59,9
Tata India Consumer Fund - Direct Plan,1941.77,1.63,1,1.92,3,9.15,1,9.1,7,12.49,6,15.17,7,29.94,6,30.72,5,38.69,3,33.82,3,22.37,5,21.62,5,18.08,4,-,-,-,-,-,-,20.09,-,15.21,7
UTI India Consumer Fund - Direct Plan,602.97,0.51,9,0.99,8,7.43,5,9.5,5,13.56,2,20.54,1,32.06,2,32.05,3,35.42,7,27.66,9,18.35,9,18.42,8,14.22,6,12.84,6,-,-,-,-,13.49,-,19.92,2
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
BSE 500 Index,,1.85,,2.8,,4.78,,9.12,,10.83,,17.88,,32.02,,31.7,,37.61,,29.92,,18.82,,18.47,,15.3,,13.75,,15.02,,13.15,,,,17.5,
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
NIFTY India Consumption Total Return Index,,0.66,,0.42,,5.39,,7.88,,10.61,,17.6,,33.32,,32.89,,35.25,,29.44,,21.77,,19.71,,15.44,,15.36,,16.98,,16.06,,,,17.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,11,,11,,11,,11,,11,,11,,11,,11,,11,,10,,10,,8,,8,,6,,,,,,11,,11
Peer Average,,1.4,,3.16,,5.77,,8.24,,11.98,,14.98,,25.85,,25.88,,29.4,,33.32,,19.08,,15.21,,14.35,,15.6,,,,,,,,14.52,
Aditya Birla Sun Life Banking & Financial Services Fund - Direct Plan,3069.78,1.28,9,3.74,2,5.96,4,7.31,9,10.65,9,13.8,9,19.23,11,19.61,11,26.2,10,32.09,7,17.7,8,14.53,6,13.43,6,16.2,3,-,-,-,-,19.09,-,13.43,8
HDFC Banking & Financial Services Fund - Direct Plan,3294.6,1.32,8,3.13,5,5.7,7,8.57,6,12.74,4,14.24,7,26.01,4,25.85,5,27.11,6,33.38,5,18.87,5,-,-,-,-,-,-,-,-,-,-,18.57,-,13.83,6
ICICI Prudential Banking and Financial Services Fund - Direct Plan,7107.43,1.55,3,3.97,1,7.42,2,9.95,1,12.07,6,14.51,6,22.79,9,22.13,9,23.6,11,27.55,10,15.57,10,12.78,7,12.49,7,15.67,4,-,-,-,-,16.47,-,13.37,9
Invesco India Financial Services Fund - Direct Plan,908.75,1.06,10,2.49,11,4.44,10,6.09,11,10.58,10,17.07,2,33.61,1,34.02,1,37.12,1,37.18,2,20.56,3,16.78,2,15.84,3,17.52,1,-,-,-,-,16.76,-,16.96,2
Kotak Banking & Financial Services Fund - Direct Plan,854.26,1.01,11,2.95,7,5.29,8,8.65,5,12.72,5,15.39,4,24.5,7,24.55,7,26.31,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.76,-,14.69,5
Mirae Asset Banking and Financial Services Fund - Direct Plan,1671.29,1.34,5,3.56,4,6.9,3,9.04,2,13.75,1,16.43,3,24.83,6,24.74,6,29.35,4,32.71,6,19.68,4,-,-,-,-,-,-,-,-,-,-,21.62,-,15.69,3
Nippon India Banking & Financial Services Fund - Direct Plan,5462.71,1.36,4,3.11,6,5.72,6,7.93,8,10.5,11,12.8,10,23.55,8,23.69,8,27.92,5,33.53,4,20.84,2,14.58,5,13.53,5,15.07,5,-,-,-,-,15.08,-,12.58,10
SBI Banking & Financial Services Fund - Direct Plan,5387.33,1.87,2,3.65,3,4.64,9,8.82,4,13.16,2,19.77,1,33.43,2,33.39,2,35.04,3,32.04,8,18.07,7,16.03,3,16.78,1,-,-,-,-,-,-,16.5,-,19.5,1
Sundaram Financial Services Opportunities Fund - Direct Plan,1268.85,1.32,7,2.55,10,4.16,11,7.14,10,11.13,8,15.2,5,29.49,3,29.31,3,36.85,2,39.31,1,23.31,1,18.91,1,16.58,2,16.33,2,-,-,-,-,15.36,-,14.79,4
Tata Banking and Financial Services Fund - Direct Plan,2048.3,1.93,1,2.78,9,7.5,1,8.93,3,13.04,3,11.57,11,21.1,10,21.42,10,26.85,8,34.16,3,18.58,6,15.92,4,15.25,4,-,-,-,-,-,-,19.24,-,11.41,11
UTI Banking and Financial Services Fund - Direct Plan,1056.18,1.33,6,2.89,8,5.76,5,8.23,7,11.48,7,13.98,8,25.79,5,25.96,4,27.04,7,31.26,9,17.59,9,12.14,8,10.93,8,12.82,6,-,-,-,-,12.59,-,13.48,7
NIFTY Financial Services Total Return Index,,1.42,,4.32,,5.95,,10.46,,13.59,,13.34,,22.15,,21.68,,19.26,,24.8,,14.31,,12.49,,14.86,,15.09,,16.46,,15.59,,,,12.12,
NIFTY Financial Services Index,,1.4,,4.27,,5.87,,9.76,,12.86,,12.55,,21.23,,20.76,,18.12,,23.65,,13.3,,11.68,,14.06,,14.19,,15.49,,14.54,,,,11.34,
NIFTY Bank,,0.41,,3.29,,4.14,,8.51,,11.48,,11.29,,19.57,,19.08,,17.56,,25.69,,15.08,,11.07,,12.49,,13.13,,14.47,,13.86,,,,9.93,
NIFTY Bank Total Return Index,,0.48,,3.38,,4.23,,9.21,,12.19,,12,,20.34,,19.84,,18.61,,26.78,,16,,11.71,,13.08,,13.8,,15.24,,14.73,,,,10.64,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,4,,,,,,5,,5
Peer Average,,3.51,,5.51,,12.54,,11.64,,8.8,,14.54,,27.4,,27.26,,39.11,,26.16,,16.04,,26.83,,25.67,,19.55,,,,,,,,12.16,
Aditya Birla Sun Life Digital India Fund - Direct Plan,4294.58,3.34,3,5.22,4,12.03,4,11.88,4,7.19,5,8.7,5,21.08,5,20.99,5,31.84,5,24.19,3,14.56,4,27.35,2,25.97,2,20.35,1,-,-,-,-,22.38,-,6.28,5
Franklin India Technology Fund - Direct Plan,1435.18,2.86,5,4.97,5,12.34,3,8.8,5,9.33,2,20.91,1,37.61,1,38.02,1,55.63,1,36.02,1,18.9,1,26.79,4,24.19,5,18.95,4,-,-,-,-,20.95,-,18.71,1
ICICI Prudential Technology Fund - Direct Plan,11751.34,3.68,2,5.75,2,12.63,2,12.41,3,8.92,4,13.27,4,24.62,3,24.39,3,35.88,3,21.48,5,14.08,5,27.52,1,25.95,3,19.93,2,-,-,-,-,22.81,-,10.88,4
SBI Technology Opportunities Fund - Direct Plan,3496.62,3.17,4,5.69,3,11.58,5,12.6,1,9.51,1,14.11,3,23.77,4,23.17,4,32.21,4,23.76,4,16.06,3,25.39,5,24.79,4,18.98,3,-,-,-,-,21.57,-,11.81,3
Tata Digital India Fund - Direct Plan,9223.32,4.49,1,5.91,1,14.12,1,12.52,2,9.03,3,15.72,2,29.95,2,29.72,2,39.97,2,25.37,2,16.63,2,27.12,3,27.46,1,-,-,-,-,-,-,21.7,-,13.11,2
BSE Teck Total Return Index,,3.26,,5.45,,10.92,,12.99,,9.07,,13.4,,23.06,,22.84,,33.32,,17.94,,11.92,,19.93,,19.85,,14.83,,16.75,,15.32,,,,10.86,
BSE Teck Index,,3.25,,5.42,,10.87,,12.19,,8.3,,12.45,,21.28,,21.06,,30.89,,15.77,,9.98,,17.87,,17.77,,12.79,,14.75,,13.43,,,,9.92,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividend Yield Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,8,,8,,6,,5,,5,,,,,,9,,9
Peer Average,,1.9,,2.66,,4.45,,9.59,,12.21,,22.21,,39.47,,39.16,,50.55,,38.53,,25.44,,24.19,,17.83,,16.1,,,,,,,,21.92,
Aditya Birla Sun Life Dividend Yield Fund - Direct Plan,1366.05,2.38,1,2.95,3,5.02,4,8.8,6,11.25,6,20.01,6,39.88,5,39.26,5,53.13,3,42.54,1,25.45,4,24.3,4,16.15,5,14.73,5,-,-,-,-,15.3,-,19.37,8
HDFC Dividend Yield Fund - Direct Plan,5144.72,2.1,3,3.56,1,5.5,3,10.01,3,12.24,4,19.82,7,36.24,7,35.89,7,50.05,5,39.99,4,28.61,2,-,-,-,-,-,-,-,-,-,-,31.59,-,19.78,5
ICICI Prudential Dividend Yield Equity Fund - Direct Plan,3930.84,1.3,9,2.69,4,3.55,6,7.11,8,9.19,9,23.24,3,42.38,2,41.6,2,55.57,2,42.32,2,31.22,1,26,1,18.13,2,17.09,2,-,-,-,-,18.21,-,23.19,3
LIC MF Dividend Yield Fund - Direct Plan,189.29,1.9,5,3.11,2,6.84,1,12.98,1,17.43,1,32.16,1,50.07,1,50.3,1,61.59,1,41.76,3,25.97,3,25.61,2,-,-,-,-,-,-,-,-,24.43,-,31.91,1
SBI Dividend Yield Fund - Direct Plan,7629.65,1.67,7,2.16,8,4.57,5,9.92,5,11.56,5,20.76,5,33.12,9,32.82,9,39.63,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.08,-,19.69,7
Sundaram Dividend Yield Fund - Direct Plan,872.3,1.78,6,2.37,6,3.15,7,7.61,7,9.38,7,18.37,9,37.21,6,36.81,6,46.13,8,34.09,7,21.88,8,21.88,6,17.77,3,16.04,3,-,-,-,-,16.14,-,18.27,9
Tata Dividend Yield Fund - Direct Plan,927.04,1.63,8,2.35,7,2.8,8,9.99,4,13.65,3,19.8,8,35.01,8,35.5,8,47.97,7,38.26,5,23.91,6,-,-,-,-,-,-,-,-,-,-,23.9,-,19.69,6
Templeton India Equity Income Fund - Direct Plan,2210.68,2.08,4,2.1,9,1.84,9,6.95,9,9.28,8,21.69,4,41.33,3,40.69,3,49.22,6,33.35,8,24.49,5,25.26,3,19.54,1,17.46,1,-,-,-,-,17.58,-,21.81,4
UTI Dividend Yield Fund - Direct Plan,3776.13,2.22,2,2.65,5,6.8,2,12.94,2,15.87,2,23.99,2,39.94,4,39.58,4,51.68,4,35.94,6,21.97,7,22.11,5,17.56,4,15.17,4,-,-,-,-,15.48,-,23.54,2
NIFTY Dividend Opportunities 50 Total Return Index,,2.37,,2.26,,2.4,,6.92,,9.05,,19.47,,40.39,,39.85,,50.45,,39.67,,26.57,,21.7,,17.84,,14.54,,15.42,,16.53,,,,18.96,
NIFTY Dividend Opportunities 50 Index,,2.36,,2.24,,2.1,,6.14,,8.26,,17.99,,38,,37.46,,47.41,,37.05,,23.76,,18.72,,14.85,,11.64,,12.45,,13.63,,,,17.49,
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
NIFTY 500 Total Return Index,,1.86,,2.87,,4.98,,9.42,,11.31,,18.62,,33.35,,33.05,,39.63,,31.73,,20.4,,19.82,,16.61,,15.08,,16.45,,14.45,,,,18.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSU Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,4,,4,,4,,4,,4,,4,,4,,4,,4,,3,,3,,2,,2,,2,,,,,,4,,4
Peer Average,,1.88,,1.09,,-3.15,,6.01,,12.42,,34.49,,66.16,,66.18,,93.71,,67.9,,41.67,,28.87,,19.91,,16.74,,,,,,,,35.61,
Aditya Birla Sun Life PSU Equity Fund - Direct Plan,4711.18,1.69,3,0.92,4,-3.93,4,2.75,4,8.47,4,29.19,4,62.25,4,62.73,4,93.65,3,65.97,3,42.22,1,-,-,-,-,-,-,-,-,-,-,34.76,-,30.28,4
ICICI Prudential PSU Equity Fund - Direct Plan,2588.85,1.68,4,0.97,2,-3.2,2,4.01,3,9.55,3,32.12,3,65.65,2,64.65,2,85.37,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.58,-,33.58,3
Invesco India PSU Equity Fund - Direct Plan,1362.82,2.18,1,1.54,1,-2.22,1,13.05,1,19.63,1,42.46,1,74.18,1,74.44,1,97.89,2,70.99,1,41.94,2,31.64,1,22.37,1,20.11,1,-,-,-,-,19.37,-,43.61,1
SBI PSU Fund - Direct Plan,3071.3,1.98,2,0.95,3,-3.26,3,4.22,2,12.03,2,34.2,2,62.56,3,62.89,3,97.91,1,66.73,2,40.85,3,26.1,2,17.46,2,13.36,2,-,-,-,-,13.44,-,34.98,2
BSE PSU Total Return Index,,2.2,,1.13,,-4.31,,5.67,,13.01,,38.16,,73.75,,73.78,,103.65,,70.49,,45.84,,27.16,,19.05,,13.33,,12.81,,9.68,,,,39.69,
BSE PSU Index,,2.1,,1.01,,-4.51,,5.17,,12.48,,36.53,,69.79,,69.82,,97.34,,64.47,,40.2,,22.22,,14.78,,9.46,,9.29,,6.6,,,,38.04,
NIFTY PSE Index,,3.27,,1.97,,-3.92,,6.03,,14.27,,37.15,,83.01,,81.72,,112.91,,70.43,,44.53,,24.36,,16.18,,11.06,,11.47,,7.7,,,,38.61,
NIFTY PSE Total Return Index,,3.32,,2.01,,-3.87,,6.08,,14.32,,38.32,,85.57,,84.26,,117.2,,73.62,,48.91,,28.34,,20.11,,14.81,,15.13,,10.8,,,,39.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,4,,4,,4,,4,,4,,4,,3,,3,,3,,3,,2,,2,,1,,,,,,,,4,,4
Peer Average,,2.1,,2.54,,5.86,,13.62,,17.52,,32.67,,48.77,,47.98,,60.77,,42.64,,26.57,,25.24,,14.61,,,,,,,,,,32.57,
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan,1005.6,2.04,3,2.57,1,6.33,1,11.19,4,16.08,4,25.37,4,42.47,3,41.95,3,52.7,3,36.99,3,19.49,2,21.41,2,14.61,1,-,-,-,-,-,-,14.75,-,25.41,4
Axis India Manufacturing Fund - Direct Plan,5193.03,2.23,1,2.52,4,5.49,3,15.79,1,19.98,1,39.1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3,-,39.37,1
ICICI Prudential Manufacturing Fund - Direct Plan,4841.52,2.13,2,2.54,3,5.44,4,13.75,2,16.55,3,34.1,2,57.49,1,56.53,1,72.26,1,50.94,1,33.65,1,29.07,1,-,-,-,-,-,-,-,-,26.45,-,34.15,2
Kotak Manufacture in India Fund - Direct Plan,2098.36,2,4,2.55,2,6.18,2,13.75,3,17.47,2,32.1,3,46.36,2,45.46,2,57.36,2,40,2,-,-,-,-,-,-,-,-,-,-,-,-,33.55,-,31.33,3
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
BSE 500 Index,,1.85,,2.8,,4.78,,9.12,,10.83,,17.88,,32.02,,31.7,,37.61,,29.92,,18.82,,18.47,,15.3,,13.75,,15.02,,13.15,,,,17.5,
BSE India Manufacturing Index,,1.92,,1.44,,1.25,,5.23,,5.99,,16.2,,32.73,,31.54,,38.37,,33.3,,21.03,,19.06,,14.2,,-,,-,,-,,,,15.96,
BSE India Manufacturing Total Return Index,,1.93,,1.58,,1.64,,5.65,,6.41,,17.12,,34.83,,33.62,,41.27,,36.6,,23.97,,21.84,,16.63,,14.43,,16.44,,15.29,,,,16.88,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Opportunities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,2,,1,,1,,,,,,4,,4
Peer Average,,1.29,,2.57,,6.74,,10.59,,14.08,,25.2,,40.31,,40.16,,52.91,,39.75,,25.17,,27.03,,21.15,,19.62,,,,,,,,24.94,
